contact_duration,number_contacts,previous_days,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
119,1,999,0,,,1,2022-05-21
104,3,999,0,,,1,2022-05-23
65,13,999,0,,,1,2022-05-05
75,1,999,0,,,1,2022-05-27
157,3,999,0,,,1,2022-05-10
565,2,999,0,,,1,2022-05-22
165,1,999,0,,,1,2022-05-21
314,1,999,0,,,1,2022-05-07
109,1,999,0,,,1,2022-05-01
219,1,999,0,,,1,2022-05-04
60,1,999,0,,,1,2022-05-27
385,2,999,0,,,1,2022-05-20
96,2,999,0,,,1,2022-05-30
868,1,999,0,,,1,2022-05-12
161,1,999,0,,,1,2022-05-10
448,1,999,0,,,1,2022-05-22
137,1,999,0,,,1,2022-05-14
155,1,999,0,,,1,2022-05-03
633,1,999,0,,,1,2022-05-26
58,1,999,0,,,1,2022-05-19
127,1,999,0,,,1,2022-05-09
99,8,999,0,,,1,2022-05-10
170,4,999,0,,,1,2022-05-20
208,2,999,0,,,1,2022-05-02
129,2,999,0,,,1,2022-05-25
134,3,999,0,,,1,2022-05-23
129,3,999,0,,,1,2022-05-03
184,2,999,0,,,1,2022-05-10
371,2,999,0,,,1,2022-05-11
270,1,999,0,,,1,2022-05-29
145,2,999,0,,,1,2022-05-24
136,2,999,0,,,1,2022-05-13
363,8,999,0,,,1,2022-05-25
63,2,999,0,,,1,2022-05-07
143,1,999,0,,,1,2022-05-14
56,2,999,0,,,1,2022-05-18
226,2,999,0,,,1,2022-05-11
35,1,999,0,,,1,2022-05-14
298,3,999,0,,,1,2022-05-29
158,1,999,0,,,1,2022-05-09
47,8,999,0,,,1,2022-05-23
827,5,999,0,,,1,2022-05-22
83,2,999,0,,,1,2022-05-06
570,2,999,0,,,1,2022-05-13
72,1,999,0,,,1,2022-05-19
557,2,999,0,,,1,2022-05-09
59,1,999,0,,,1,2022-05-16
296,1,999,0,,,1,2022-05-10
38,5,999,0,,,1,2022-05-26
170,1,999,0,,,1,2022-05-31
422,2,999,0,,,1,2022-05-06
230,2,999,0,,,1,2022-05-09
141,9,999,0,,,1,2022-05-27
76,3,999,0,,,1,2022-05-20
691,10,999,0,,,1,2022-05-09
238,3,999,0,,,1,2022-05-09
1097,15,999,0,,,1,2022-05-20
111,1,999,0,,,1,2022-05-23
84,3,999,0,,,1,2022-05-06
371,2,999,0,,,1,2022-05-12
103,2,999,0,,,1,2022-05-10
206,2,999,0,,,1,2022-05-15
1500,2,999,0,,,1,2022-05-08
265,3,999,0,,,1,2022-05-15
567,2,999,0,,,1,2022-05-18
254,2,999,0,,,1,2022-05-20
464,2,999,0,,,1,2022-05-23
1236,2,999,0,,,1,2022-05-01
33,2,999,0,,,1,2022-05-18
613,2,999,0,,,1,2022-05-12
1212,3,999,0,,,1,2022-05-06
96,3,999,0,,,1,2022-05-13
171,2,999,0,,,1,2022-05-31
53,5,999,0,,,1,2022-05-02
91,2,999,0,,,1,2022-05-07
185,3,999,0,,,1,2022-05-05
201,1,999,0,,,1,2022-05-09
169,3,999,0,,,1,2022-05-14
515,2,999,0,,,1,2022-05-03
388,7,999,0,,,1,2022-05-11
178,2,999,0,,,1,2022-05-09
422,9,999,0,,,1,2022-05-20
76,2,999,0,,,1,2022-05-30
886,3,999,0,,,1,2022-05-22
296,2,999,0,,,1,2022-05-13
378,1,999,0,,,1,2022-05-22
136,2,999,0,,,1,2022-05-13
58,1,999,0,,,1,2022-05-09
60,1,999,0,,,1,2022-05-23
340,1,999,0,,,1,2022-05-30
522,1,999,0,,,1,2022-05-30
159,1,999,0,,,1,2022-05-11
113,1,999,0,,,1,2022-05-29
123,2,999,0,,,1,2022-05-26
306,1,999,0,,,1,2022-05-14
148,1,999,0,,,1,2022-05-29
322,2,999,0,,,1,2022-05-28
475,4,999,0,,,1,2022-05-29
224,5,999,0,,,1,2022-05-03
88,2,999,0,,,1,2022-05-24
509,2,999,0,,,1,2022-05-11
152,1,999,0,,,1,2022-05-19
147,1,999,0,,,1,2022-05-28
97,2,999,0,,,1,2022-05-13
113,3,999,0,,,1,2022-05-11
465,3,999,0,,,1,2022-05-14
294,3,999,0,,,1,2022-05-13
224,4,999,0,,,1,2022-05-29
58,3,999,0,,,1,2022-05-20
137,3,999,0,,,1,2022-05-01
142,2,999,0,,,1,2022-05-15
312,7,999,0,,,1,2022-05-15
34,2,999,0,,,1,2022-05-05
825,2,999,0,,,1,2022-05-09
116,6,999,0,,,1,2022-05-26
103,5,999,0,,,1,2022-05-28
38,2,999,0,,,1,2022-05-07
168,3,999,0,,,1,2022-05-05
31,6,999,0,,,1,2022-05-28
66,2,999,0,,,1,2022-05-21
512,2,999,0,,,1,2022-05-19
188,2,999,0,,,1,2022-05-19
214,2,999,0,,,1,2022-05-30
65,2,999,0,,,1,2022-05-21
80,2,999,0,,,1,2022-05-20
1980,2,999,0,,,1,2022-05-11
358,4,999,0,,,1,2022-05-22
398,5,999,0,,,1,2022-05-02
62,3,999,0,,,1,2022-05-13
265,2,999,0,,,1,2022-05-07
618,3,999,0,,,1,2022-05-24
256,6,999,0,,,1,2022-05-10
722,3,999,0,,,1,2022-05-26
199,3,999,0,,,1,2022-05-15
510,3,999,0,,,1,2022-05-07
355,2,999,0,,,1,2022-05-25
150,5,999,0,,,1,2022-05-14
159,4,999,0,,,1,2022-05-18
170,2,999,0,,,1,2022-05-18
243,3,999,0,,,1,2022-05-11
140,2,999,0,,,1,2022-05-23
267,14,999,0,,,1,2022-05-29
219,4,999,0,,,1,2022-05-13
67,2,999,0,,,1,2022-05-16
112,2,999,0,,,1,2022-05-09
216,3,999,0,,,1,2022-05-21
167,2,999,0,,,1,2022-05-20
78,3,999,0,,,1,2022-05-06
222,9,999,0,,,1,2022-05-07
363,3,999,0,,,1,2022-05-24
109,4,999,0,,,1,2022-05-30
67,2,999,0,,,1,2022-05-10
41,3,999,0,,,1,2022-05-08
156,5,999,0,,,1,2022-05-17
108,3,999,0,,,1,2022-05-08
408,2,999,0,,,1,2022-05-21
272,2,999,0,,,1,2022-05-04
135,9,999,0,,,1,2022-05-12
107,3,999,0,,,1,2022-05-09
742,2,999,0,,,1,2022-05-27
166,2,999,0,,,1,2022-05-14
376,3,999,0,,,1,2022-05-28
138,2,999,0,,,1,2022-05-08
16,18,999,0,,,1,2022-05-06
984,2,999,0,,,1,2022-05-01
363,7,999,0,,,1,2022-05-16
339,4,999,0,,,1,2022-05-16
161,12,999,0,,,1,2022-05-24
28,3,999,0,,,1,2022-05-12
170,7,999,0,,,1,2022-05-28
66,3,999,0,,,1,2022-05-31
199,3,999,0,,,1,2022-05-13
274,2,999,0,,,1,2022-05-14
136,8,999,0,,,1,2022-05-29
62,2,999,0,,,1,2022-05-03
58,3,999,0,,,1,2022-05-07
189,5,999,0,,,1,2022-05-23
135,2,999,0,,,1,2022-05-23
319,6,999,0,,,1,2022-05-01
352,3,999,0,,,1,2022-05-07
230,2,999,0,,,1,2022-05-15
178,2,999,0,,,1,2022-05-06
42,11,999,0,,,1,2022-05-26
171,2,999,0,,,1,2022-05-18
119,2,999,0,,,1,2022-05-13
66,4,999,0,,,1,2022-05-31
130,2,999,0,,,1,2022-05-15
390,2,999,0,,,1,2022-05-30
101,16,999,0,,,1,2022-05-12
78,2,999,0,,,1,2022-05-25
100,3,999,0,,,1,2022-05-11
212,3,999,0,,,1,2022-05-11
181,4,999,0,,,1,2022-05-24
72,3,999,0,,,1,2022-05-02
390,2,999,0,,,1,2022-05-29
324,3,999,0,,,1,2022-05-19
163,3,999,0,,,1,2022-05-06
110,6,999,0,,,1,2022-05-18
72,2,999,0,,,1,2022-05-02
85,2,999,0,,,1,2022-05-01
54,4,999,0,,,1,2022-05-11
231,2,999,0,,,1,2022-05-09
833,8,999,0,,,1,2022-05-30
124,3,999,0,,,1,2022-05-22
57,10,999,0,,,1,2022-05-23
115,6,999,0,,,1,2022-05-05
78,13,999,0,,,1,2022-05-06
43,5,999,0,,,1,2022-05-26
229,3,999,0,,,1,2022-05-03
81,2,999,0,,,1,2022-05-16
86,5,999,0,,,1,2022-05-11
273,2,999,0,,,1,2022-05-14
30,18,999,0,,,1,2022-05-04
288,2,999,0,,,1,2022-05-21
247,2,999,0,,,1,2022-05-06
85,4,999,0,,,1,2022-05-22
76,9,999,0,,,1,2022-05-28
85,6,999,0,,,1,2022-05-07
170,4,999,0,,,1,2022-05-14
428,7,999,0,,,1,2022-05-15
370,3,999,0,,,1,2022-05-07
137,3,999,0,,,1,2022-05-23
293,6,999,0,,,1,2022-05-13
153,3,999,0,,,1,2022-05-14
281,4,999,0,,,1,2022-05-04
46,3,999,0,,,1,2022-05-24
26,25,999,0,,,1,2022-05-11
104,6,999,0,,,1,2022-05-09
205,6,999,0,,,1,2022-05-18
891,4,999,0,,,1,2022-05-04
34,2,999,0,,,1,2022-05-29
745,12,999,0,,,1,2022-05-19
292,4,999,0,,,1,2022-05-17
135,3,999,0,,,1,2022-05-24
45,2,999,0,,,1,2022-05-06
99,6,999,0,,,1,2022-05-06
148,4,999,0,,,1,2022-05-16
539,12,999,0,,,1,2022-05-17
84,9,999,0,,,1,2022-05-10
3631,2,999,0,,,1,2022-05-02
435,2,999,0,,,1,2022-05-17
29,4,999,0,,,1,2022-05-24
510,5,999,0,,,1,2022-05-04
1044,5,999,0,,,1,2022-05-22
59,3,999,0,,,1,2022-05-05
96,8,999,0,,,1,2022-05-21
122,4,999,0,,,1,2022-05-01
84,3,999,0,,,1,2022-05-26
33,4,999,0,,,1,2022-05-05
43,2,999,0,,,1,2022-05-06
223,2,999,0,,,1,2022-05-10
288,3,999,0,,,1,2022-05-15
306,3,999,0,,,1,2022-05-18
81,3,999,0,,,1,2022-05-12
53,7,999,0,,,1,2022-05-19
436,3,999,0,,,1,2022-05-08
41,8,999,0,,,1,2022-05-10
147,2,999,0,,,1,2022-05-28
81,2,999,0,,,1,2022-05-08
232,3,999,0,,,1,2022-05-11
97,3,999,0,,,1,2022-05-03
82,2,999,0,,,1,2022-05-10
60,16,999,0,,,1,2022-05-31
141,9,999,0,,,1,2022-05-09
206,3,999,0,,,1,2022-05-27
170,19,999,0,,,1,2022-05-26
251,3,999,0,,,1,2022-05-22
25,5,999,0,,,1,2022-05-15
120,3,999,0,,,1,2022-05-24
123,4,999,0,,,1,2022-05-20
58,3,999,0,,,1,2022-05-26
28,8,999,0,,,1,2022-05-20
1193,2,999,0,,,1,2022-05-10
127,5,999,0,,,1,2022-05-29
395,2,999,0,,,1,2022-05-19
72,3,999,0,,,1,2022-06-02
119,9,999,0,,,1,2022-06-18
100,2,999,0,,,1,2022-06-06
80,3,999,0,,,1,2022-06-28
132,2,999,0,,,1,2022-06-15
140,3,999,0,,,1,2022-06-11
130,2,999,0,,,1,2022-06-16
251,4,999,0,,,1,2022-06-15
71,2,999,0,,,1,2022-06-16
52,3,999,0,,,1,2022-06-17
108,4,999,0,,,1,2022-06-04
150,3,999,0,,,1,2022-06-09
25,7,999,0,,,1,2022-06-06
90,3,999,0,,,1,2022-06-02
51,4,999,0,,,1,2022-06-08
361,3,999,0,,,1,2022-06-18
88,4,999,0,,,1,2022-06-12
372,2,999,0,,,1,2022-06-16
360,2,999,0,,,1,2022-06-22
63,1,999,0,,,1,2022-06-20
550,3,999,0,,,1,2022-06-24
133,1,999,0,,,1,2022-06-23
68,1,999,0,,,1,2022-06-19
175,2,999,0,,,1,2022-06-28
202,1,999,0,,,1,2022-06-10
192,8,999,0,,,1,2022-06-22
484,1,999,0,,,1,2022-06-28
230,2,999,0,,,1,2022-06-05
403,1,999,0,,,1,2022-06-08
178,1,999,0,,,1,2022-06-01
502,5,999,0,,,1,2022-06-23
338,2,999,0,,,1,2022-06-02
205,3,999,0,,,1,2022-06-12
92,2,999,0,,,1,2022-06-12
268,1,999,0,,,1,2022-06-01
185,2,999,0,,,1,2022-06-16
163,1,999,0,,,1,2022-06-27
362,1,999,0,,,1,2022-06-30
367,3,999,0,,,1,2022-06-07
230,3,999,0,,,1,2022-06-09
26,1,999,0,,,1,2022-06-13
63,2,999,0,,,1,2022-06-21
493,1,999,0,,,1,2022-06-25
113,3,999,0,,,1,2022-06-17
215,1,999,0,,,1,2022-06-10
947,4,999,0,,,1,2022-06-17
177,2,999,0,,,1,2022-06-21
123,1,999,0,,,1,2022-06-09
1075,2,999,0,,,1,2022-06-21
21,1,999,0,,,1,2022-06-10
114,1,999,0,,,1,2022-06-14
526,2,999,0,,,1,2022-06-08
163,1,999,0,,,1,2022-06-01
245,1,999,0,,,1,2022-06-20
394,1,999,0,,,1,2022-06-05
258,1,999,0,,,1,2022-06-18
659,2,999,0,,,1,2022-06-16
417,1,999,0,,,1,2022-06-23
40,1,999,0,,,1,2022-06-27
527,1,999,0,,,1,2022-06-30
651,1,999,0,,,1,2022-06-19
129,1,999,0,,,1,2022-06-02
409,2,999,0,,,1,2022-06-09
283,1,999,0,,,1,2022-06-04
144,2,999,0,,,1,2022-06-26
97,4,999,0,,,1,2022-06-09
168,4,999,0,,,1,2022-06-28
101,1,999,0,,,1,2022-06-15
67,2,999,0,,,1,2022-06-28
64,1,999,0,,,1,2022-06-27
143,1,999,0,,,1,2022-06-09
70,1,999,0,,,1,2022-06-12
1036,1,999,0,,,1,2022-06-03
384,1,999,0,,,1,2022-06-12
172,2,999,0,,,1,2022-06-22
105,3,999,0,,,1,2022-06-30
60,5,999,0,,,1,2022-06-19
26,1,999,0,,,1,2022-06-18
364,13,999,0,,,1,2022-06-03
227,1,999,0,,,1,2022-06-22
151,3,999,0,,,1,2022-06-02
464,1,999,0,,,1,2022-06-26
68,21,999,0,,,1,2022-06-11
464,1,999,0,,,1,2022-06-04
389,1,999,0,,,1,2022-06-03
185,1,999,0,,,1,2022-06-26
128,3,999,0,,,1,2022-06-01
88,2,999,0,,,1,2022-06-20
136,7,999,0,,,1,2022-06-21
123,1,999,0,,,1,2022-06-20
266,2,999,0,,,1,2022-06-19
466,1,999,0,,,1,2022-06-02
80,1,999,0,,,1,2022-06-06
490,1,999,0,,,1,2022-06-10
232,1,999,0,,,1,2022-06-06
61,2,999,0,,,1,2022-06-28
537,5,999,0,,,1,2022-06-06
197,1,999,0,,,1,2022-06-16
464,2,999,0,,,1,2022-06-22
447,2,999,0,,,1,2022-06-17
164,1,999,0,,,1,2022-06-03
184,1,999,0,,,1,2022-06-30
127,1,999,0,,,1,2022-06-18
373,2,999,0,,,1,2022-06-04
42,1,999,0,,,1,2022-06-18
132,6,999,0,,,1,2022-06-05
579,2,999,0,,,1,2022-06-11
180,1,999,0,,,1,2022-06-26
159,1,999,0,,,1,2022-06-17
66,6,999,0,,,1,2022-06-01
239,1,999,0,,,1,2022-06-08
95,1,999,0,,,1,2022-06-30
156,1,999,0,,,1,2022-06-06
89,1,999,0,,,1,2022-06-05
174,1,999,0,,,1,2022-06-22
59,3,999,0,,,1,2022-06-24
193,4,999,0,,,1,2022-06-27
215,1,999,0,,,1,2022-06-03
563,1,999,0,,,1,2022-06-29
273,1,999,0,,,1,2022-06-06
258,1,999,0,,,1,2022-06-27
223,1,999,0,,,1,2022-06-19
76,1,999,0,,,1,2022-06-11
920,2,999,0,,,1,2022-06-17
152,2,999,0,,,1,2022-06-27
130,1,999,0,,,1,2022-06-30
21,1,999,0,,,1,2022-06-16
118,1,999,0,,,1,2022-06-07
113,2,999,0,,,1,2022-06-10
369,2,999,0,,,1,2022-06-08
122,1,999,0,,,1,2022-06-17
445,1,999,0,,,1,2022-06-28
47,2,999,0,,,1,2022-06-09
425,2,999,0,,,1,2022-06-27
142,4,999,0,,,1,2022-06-18
317,6,999,0,,,1,2022-06-07
184,1,999,0,,,1,2022-06-21
354,1,999,0,,,1,2022-06-26
82,3,999,0,,,1,2022-06-01
105,3,999,0,,,1,2022-06-03
83,1,999,0,,,1,2022-06-23
209,2,999,0,,,1,2022-06-13
53,2,999,0,,,1,2022-06-01
210,2,999,0,,,1,2022-06-25
381,2,999,0,,,1,2022-06-08
112,1,999,0,,,1,2022-06-23
278,1,999,0,,,1,2022-06-28
183,3,999,0,,,1,2022-06-29
389,1,999,0,,,1,2022-06-18
69,1,999,0,,,1,2022-06-03
24,1,999,0,,,1,2022-06-08
143,2,999,0,,,1,2022-06-30
302,1,999,0,,,1,2022-06-12
68,1,999,0,,,1,2022-06-10
183,5,999,0,,,1,2022-06-25
49,1,999,0,,,1,2022-06-16
148,2,999,0,,,1,2022-06-13
481,1,999,0,,,1,2022-06-21
45,1,999,0,,,1,2022-06-02
121,4,999,0,,,1,2022-06-24
180,1,999,0,,,1,2022-06-15
283,5,999,0,,,1,2022-06-03
312,1,999,0,,,1,2022-06-20
147,1,999,0,,,1,2022-06-14
178,4,999,0,,,1,2022-06-11
154,2,999,0,,,1,2022-06-22
326,3,999,0,,,1,2022-06-10
362,2,999,0,,,1,2022-06-05
72,3,999,0,,,1,2022-06-10
121,4,999,0,,,1,2022-06-12
1068,1,999,0,,,1,2022-06-25
101,2,999,0,,,1,2022-06-02
210,2,999,0,,,1,2022-06-05
163,2,999,0,,,1,2022-06-20
306,4,999,0,,,1,2022-06-14
313,2,999,0,,,1,2022-06-11
94,4,999,0,,,1,2022-06-09
658,2,999,0,,,1,2022-06-16
250,2,999,0,,,1,2022-06-04
493,3,999,0,,,1,2022-06-25
23,2,999,0,,,1,2022-06-07
562,3,999,0,,,1,2022-06-07
490,12,999,0,,,1,2022-06-22
140,4,999,0,,,1,2022-06-11
302,1,999,0,,,1,2022-06-17
46,2,999,0,,,1,2022-06-19
149,8,999,0,,,1,2022-06-02
88,1,999,0,,,1,2022-06-21
118,3,999,0,,,1,2022-06-29
230,3,999,0,,,1,2022-06-10
426,3,999,0,,,1,2022-06-05
403,6,999,0,,,1,2022-06-18
169,1,999,0,,,1,2022-06-07
123,4,999,0,,,1,2022-06-16
221,7,999,0,,,1,2022-06-26
169,1,999,0,,,1,2022-06-13
102,2,999,0,,,1,2022-06-30
214,2,999,0,,,1,2022-06-20
572,4,999,0,,,1,2022-06-29
147,1,999,0,,,1,2022-06-01
124,3,999,0,,,1,2022-06-11
105,11,999,0,,,1,2022-06-16
171,2,999,0,,,1,2022-06-19
498,1,999,0,,,1,2022-06-19
50,2,999,0,,,1,2022-06-07
31,3,999,0,,,1,2022-06-12
266,2,999,0,,,1,2022-06-13
163,2,999,0,,,1,2022-06-17
304,2,999,0,,,1,2022-06-09
469,2,999,0,,,1,2022-06-03
45,3,999,0,,,1,2022-06-03
249,2,999,0,,,1,2022-06-09
85,8,999,0,,,1,2022-06-09
79,3,999,0,,,1,2022-06-21
70,3,999,0,,,1,2022-06-22
758,3,999,0,,,1,2022-06-08
466,2,999,0,,,1,2022-06-27
200,2,999,0,,,1,2022-06-20
87,2,999,0,,,1,2022-06-10
966,3,999,0,,,1,2022-06-14
747,2,999,0,,,1,2022-06-26
430,2,999,0,,,1,2022-06-14
241,5,999,0,,,1,2022-06-15
147,1,999,0,,,1,2022-06-10
131,2,999,0,,,1,2022-06-10
541,1,999,0,,,1,2022-06-08
281,4,999,0,,,1,2022-06-08
158,1,999,0,,,1,2022-06-06
201,3,999,0,,,1,2022-06-19
56,3,999,0,,,1,2022-06-03
91,3,999,0,,,1,2022-06-25
187,9,999,0,,,1,2022-06-13
409,4,999,0,,,1,2022-06-22
269,3,999,0,,,1,2022-06-12
221,2,999,0,,,1,2022-06-21
255,3,999,0,,,1,2022-06-25
71,4,999,0,,,1,2022-06-28
184,3,999,0,,,1,2022-06-15
67,2,999,0,,,1,2022-06-07
276,2,999,0,,,1,2022-06-22
41,5,999,0,,,1,2022-06-01
145,2,999,0,,,1,2022-06-03
424,2,999,0,,,1,2022-06-03
612,2,999,0,,,1,2022-06-22
282,7,999,0,,,1,2022-06-28
198,1,999,0,,,1,2022-06-16
76,2,999,0,,,1,2022-06-01
102,2,999,0,,,1,2022-06-11
60,9,999,0,,,1,2022-06-10
252,4,999,0,,,1,2022-06-30
23,2,999,0,,,1,2022-06-21
555,5,999,0,,,1,2022-06-01
200,3,999,0,,,1,2022-06-19
1330,6,999,0,,,1,2022-06-02
157,3,999,0,,,1,2022-06-27
218,2,999,0,,,1,2022-06-25
548,8,999,0,,,1,2022-06-13
176,4,999,0,,,1,2022-06-13
335,2,999,0,,,1,2022-06-08
142,2,999,0,,,1,2022-06-04
267,1,999,0,,,1,2022-06-27
86,1,999,0,,,1,2022-06-29
129,4,999,0,,,1,2022-06-10
322,5,999,0,,,1,2022-06-26
111,3,999,0,,,1,2022-06-17
106,2,999,0,,,1,2022-06-02
136,1,999,0,,,1,2022-06-18
228,2,999,0,,,1,2022-06-15
71,1,999,0,,,1,2022-06-04
29,32,999,0,,,1,2022-06-26
150,5,999,0,,,1,2022-06-22
252,5,999,0,,,1,2022-06-27
518,1,999,0,,,1,2022-06-29
42,1,999,0,,,1,2022-06-27
140,3,999,0,,,1,2022-06-27
144,2,999,0,,,1,2022-06-06
303,2,999,0,,,1,2022-06-21
171,1,999,0,,,1,2022-06-16
132,5,999,0,,,1,2022-06-17
288,1,999,0,,,1,2022-06-25
73,3,999,0,,,1,2022-06-04
230,4,999,0,,,1,2022-06-01
685,5,999,0,,,1,2022-06-30
82,1,999,0,,,1,2022-06-04
345,3,999,0,,,1,2022-06-07
75,5,999,0,,,1,2022-06-13
223,2,999,0,,,1,2022-06-01
479,3,999,0,,,1,2022-06-15
156,5,999,0,,,1,2022-06-17
80,3,999,0,,,1,2022-06-05
204,5,999,0,,,1,2022-06-07
360,3,999,0,,,1,2022-06-21
126,1,999,0,,,1,2022-06-11
148,4,999,0,,,1,2022-06-01
267,10,999,0,,,1,2022-06-15
290,1,999,0,,,1,2022-06-01
136,4,999,0,,,1,2022-06-26
127,6,999,0,,,1,2022-06-19
56,8,999,0,,,1,2022-06-23
777,4,999,0,,,1,2022-06-06
32,2,999,0,,,1,2022-06-16
235,1,999,0,,,1,2022-06-07
91,1,999,0,,,1,2022-06-15
198,1,999,0,,,1,2022-06-24
164,2,999,0,,,1,2022-06-21
98,4,999,0,,,1,2022-06-28
92,3,999,0,,,1,2022-06-26
53,1,999,0,,,1,2022-06-22
349,4,999,0,,,1,2022-06-26
178,1,999,0,,,1,2022-06-26
532,2,999,0,,,1,2022-06-22
164,4,999,0,,,1,2022-06-08
35,6,999,0,,,1,2022-06-02
20,20,999,0,,,1,2022-06-05
154,2,999,0,,,1,2022-06-13
930,1,999,0,,,1,2022-06-02
392,3,999,0,,,1,2022-06-29
213,2,999,0,,,1,2022-06-24
18,1,999,0,,,1,2022-06-08
393,3,999,0,,,1,2022-06-01
746,2,999,0,,,1,2022-06-14
351,6,999,0,,,1,2022-06-20
174,2,999,0,,,1,2022-06-29
142,3,999,0,,,1,2022-06-08
229,8,999,0,,,1,2022-06-28
261,8,999,0,,,1,2022-06-12
289,2,999,0,,,1,2022-06-30
227,15,999,0,,,1,2022-06-29
115,2,999,0,,,1,2022-06-12
178,2,999,0,,,1,2022-06-16
41,2,999,0,,,1,2022-06-02
154,2,999,0,,,1,2022-06-12
100,4,999,0,,,1,2022-06-11
61,7,999,0,,,1,2022-06-09
181,16,999,0,,,1,2022-06-02
205,2,999,0,,,1,2022-06-20
468,8,999,0,,,1,2022-06-21
358,3,999,0,,,1,2022-06-16
442,11,999,0,,,1,2022-06-09
1576,3,999,0,,,1,2022-06-08
83,6,999,0,,,1,2022-06-12
134,3,999,0,,,1,2022-06-11
28,8,999,0,,,1,2022-06-27
92,5,999,0,,,1,2022-06-16
217,4,999,0,,,1,2022-06-25
134,8,999,0,,,1,2022-06-06
222,2,999,0,,,1,2022-06-08
179,7,999,0,,,1,2022-06-16
110,3,999,0,,,1,2022-06-26
444,2,999,0,,,1,2022-06-26
548,2,999,0,,,1,2022-06-17
16,13,999,0,,,1,2022-06-05
213,3,999,0,,,1,2022-06-03
402,9,999,0,,,1,2022-06-08
312,3,999,0,,,1,2022-06-13
280,2,999,0,,,1,2022-06-10
689,3,999,0,,,1,2022-06-08
716,4,999,0,,,1,2022-06-26
43,12,999,0,,,1,2022-06-26
39,10,999,0,,,1,2022-06-25
90,4,999,0,,,1,2022-06-19
194,4,999,0,,,1,2022-06-19
984,4,999,0,,,1,2022-06-16
153,9,999,0,,,1,2022-06-29
59,4,999,0,,,1,2022-06-27
20,8,999,0,,,1,2022-06-14
359,6,999,0,,,1,2022-06-25
605,6,999,0,,,1,2022-06-15
180,3,999,0,,,1,2022-06-01
30,4,999,0,,,1,2022-06-14
94,14,999,0,,,1,2022-06-10
232,3,999,0,,,1,2022-06-14
432,4,999,0,,,1,2022-06-25
152,6,999,0,,,1,2022-06-01
104,7,999,0,,,1,2022-06-06
154,5,999,0,,,1,2022-06-28
70,10,999,0,,,1,2022-06-29
48,2,999,0,,,1,2022-06-29
201,3,999,0,,,1,2022-06-10
182,5,999,0,,,1,2022-06-01
150,3,999,0,,,1,2022-06-18
209,2,999,0,,,1,2022-06-20
86,5,999,0,,,1,2022-06-08
67,10,999,0,,,1,2022-06-25
197,5,999,0,,,1,2022-06-05
87,1,999,0,,,1,2022-06-19
75,4,999,0,,,1,2022-06-25
450,3,999,0,,,1,2022-06-09
174,1,999,0,,,1,2022-06-23
180,1,999,0,,,1,2022-06-23
20,8,999,0,,,1,2022-06-27
179,1,999,0,,,1,2022-06-08
73,1,999,0,,,1,2022-06-20
55,1,999,0,,,1,2022-06-17
222,1,999,0,,,1,2022-06-08
267,1,999,0,,,1,2022-06-18
69,2,999,0,,,1,2022-06-01
200,4,999,0,,,1,2022-06-23
63,1,999,0,,,1,2022-06-30
332,3,999,0,,,1,2022-06-15
542,1,999,0,,,1,2022-06-17
301,1,999,0,,,1,2022-06-19
207,1,999,0,,,1,2022-06-15
115,3,999,0,,,1,2022-06-23
159,1,999,0,,,1,2022-06-13
117,1,999,0,,,1,2022-06-22
159,4,999,0,,,1,2022-06-23
238,2,999,0,,,1,2022-06-08
161,1,999,0,,,1,2022-06-26
1173,3,999,0,,,1,2022-06-25
206,1,999,0,,,1,2022-06-09
438,1,999,0,,,1,2022-06-14
250,1,999,0,,,1,2022-06-18
46,1,999,0,,,1,2022-06-06
147,2,999,0,,,1,2022-06-18
275,1,999,0,,,1,2022-06-28
26,7,999,0,,,1,2022-06-29
963,2,999,0,,,1,2022-06-02
202,1,999,0,,,1,2022-06-04
50,4,999,0,,,1,2022-06-19
236,2,999,0,,,1,2022-06-24
272,1,999,0,,,1,2022-06-22
112,1,999,0,,,1,2022-06-20
384,5,999,0,,,1,2022-06-19
361,1,999,0,,,1,2022-06-21
49,1,999,0,,,1,2022-06-22
953,1,999,0,,,1,2022-06-28
148,2,999,0,,,1,2022-06-26
233,1,999,0,,,1,2022-06-16
409,1,999,0,,,1,2022-06-17
194,1,999,0,,,1,2022-06-10
103,1,999,0,,,1,2022-06-13
579,1,999,0,,,1,2022-06-05
956,3,999,0,,,1,2022-06-26
183,4,999,0,,,1,2022-06-25
117,1,999,0,,,1,2022-06-25
175,1,999,0,,,1,2022-06-06
186,1,999,0,,,1,2022-06-20
23,1,999,0,,,1,2022-06-01
256,1,999,0,,,1,2022-06-11
68,1,999,0,,,1,2022-06-01
157,1,999,0,,,1,2022-06-14
132,1,999,0,,,1,2022-06-30
131,1,999,0,,,1,2022-06-15
43,1,999,0,,,1,2022-06-25
479,1,999,0,,,1,2022-06-01
363,1,999,0,,,1,2022-06-19
56,1,999,0,,,1,2022-06-01
201,1,999,0,,,1,2022-06-08
517,1,999,0,,,1,2022-06-29
447,1,999,0,,,1,2022-06-13
342,3,999,0,,,1,2022-06-16
135,1,999,0,,,1,2022-06-29
119,2,999,0,,,1,2022-06-01
22,1,999,0,,,1,2022-06-27
150,1,999,0,,,1,2022-06-20
110,1,999,0,,,1,2022-06-25
166,1,999,0,,,1,2022-06-28
